Line;KM;Stop name;Befestigung text;Befestigung Auswahl;Type of display;Mounted on;Lighting;Second hand;EIGENTuMER;ANTEIL EIGENTUM;EIGENTuMER GRUPPE;IH-EA;IH-TC;FID;Geopos
410;85.291;Grenchen Sud;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38849630;47.188799316656684,7.398482183991402
410;85.292;Grenchen Sud;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38854236;47.1886776322494,7.398521861124241
410;87.98;Lengnau BE;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38854244;47.179373573959474,7.3668167819339105
410;99.333;Biel/Bienne;Haengend;Haengend;Beidseitig;Dach_BE AG Perrondach;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38854884;47.13269129680929,7.243290506804534
410;99.336;Biel/Bienne;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 4;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38854760;47.13233737933001,7.242998034679742
410;99.336;Biel/Bienne;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 3;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38854993;47.13246300847094,7.243086134154775
420;1.913;Langendorf;Haengend;Haengend;Beidseitig;;;ja;BLS Netz AG;100;BLS;Mitte > Olten & Brugg;Mitte > Olten & Basel;169822013;47.21785219048543,7.513568322734213
420;9.618;Oberdorf SO;Seitlich;Seitlich;Beidseitig;;;ja;BLS Netz AG;100;BLS;Mitte > Olten & Brugg;Mitte > Olten & Basel;169840341;47.2356988300113,7.493831872670958
421;10.675;Utzenstorf;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;66990497;47.1298084041339,7.5537491106865815
430;0.001;Hasle-Ruegsau;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38860328;47.01595116224396,7.655397934676581
430;8.907;Walkringen;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38860175;46.94740619305541,7.618710006871929
430;14.689;Grosshochstetten;;;Beidseitig;Aufgang;;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;255838115;46.904464017177354,7.6347753987875935
430;23.653;Oberdiessbach;an Hauswand;ANDERE;Einseitig;Gebaeude;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38861419;46.83924464989574,7.617949890976205
440;22.899;Burgdorf Steinhof;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;283633537;47.05152953792702,7.6190612091157535
440;36.555;Zollbruck;Seitlich;Seitlich;Einseitig;Gebaeude;ja;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;38859752;46.975653453211,7.74123550645545
440;37.833;Neumuhle;Stehend;Stehend;Beidseitig;Ausruestungsstaender Andere;ja;nein;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;38859748;46.96584280072326,7.74928471524212
442;2.416;Grunenmatt;;;;Dach_BE 01;;;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;240076041;47.00856643180992,7.723981740223285
445;5.733;Huswil;Haengend;Haengend;Beidseitig;;;ja;BLS Netz AG;100;BLS;Mitte > Olten & Brugg;Mitte > Olten & Basel;174174929;47.12860528676097,7.905877575523045
445;20.67;Menznau;Haengend;Haengend;Beidseitig;Dach_BE PD;ja;ja;BLS Netz AG;100;BLS;Mitte > Luzern;Mitte > Luzern;253673499;47.083101193574755,8.041517766949019
450;59.064;Langenthal;;ANDERE;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38849553;47.21768219615273,7.785069374908333
450;66.815;Herzogenbuchsee;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38850578;47.18794126124221,7.70069173239732
450;83.368;Burgdorf;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 3 EBT;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38849192;47.06093272483697,7.622017692001243
450;83.378;Burgdorf;Seitlich;Seitlich;Einseitig;Gebaeude;nein;nein;SBB Konzern;100;SBB;Mitte > Bern;Mitte > Bern;263256713;47.060614986452215,7.621847123147345
450;83.404;Burgdorf;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2 SBB;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38849201;47.06087178585029,7.621540507337167
450;83.407;Burgdorf;Seitlich;Seitlich;Einseitig;Gebaeude;nein;nein;SBB Konzern;100;SBB;Mitte > Bern;Mitte > Bern;263256708;47.06060418849393,7.62146984775199
450;83.448;Burgdorf;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2 SBB;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38859191;47.06086512589673,7.620957676520935
450;94.93;Schonbuhl SBB;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38853448;47.01894953904788,7.498608918971759
450;103.011;Bern Wankdorf;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38857761;46.96757051932961,7.464753208345214
450;103.011;Bern Wankdorf;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38857756;46.967691786972026,7.464693621910053
450;106.111;Bern;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38852058;46.94923430373351,7.439534348582245
460;24.358;Zaziwil;Seitlich;Seitlich;Beidseitig;Dach_BE Perrondach1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38857640;46.89985932393979,7.663078085171425
460;48.263;Wiggen;Haengend;Haengend;Beidseitig;;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38853134;46.899910657034944,7.901362645425654
460;60.088;Schupfheim;Haengend;Haengend;Beidseitig;Dach_BE Zwischenperrondach;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38857290;46.9509019447437,8.015163788318167
460;66.357;Entlebuch;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38853137;46.9936196122586,8.062281475215128
460;80.136;Schachen LU;Seitlich;Seitlich;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38861289;47.03797413742994,8.143259961466665
460;83.117;Malters;;UNBEKANNT;Beidseitig;Dach_BE Perrondach 2/3;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38859762;47.038676871438945,8.181970985030407
469;57.781;Brienz;Haengend;Haengend;Beidseitig;Dach_BE Vordach am AG;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38854807;46.75479845234363,8.038809403100014
470;0.126;Luzern;Haengend;Haengend;Beidseitig;;ja;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;145052353;47.05080855794556,8.310729767359094
470;0.126;Luzern;;;Einseitig;;ja;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;145052360;47.05049806140334,8.311285891283513
470;0.126;Luzern;;;Einseitig;;nein;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;145052292;47.05051827724587,8.31117069017206
470;0.177;Luzern;;;Einseitig;;ja;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;145054155;47.04979181962006,8.311242157974817
470;0.2;Luzern;Haengend;Haengend;Beidseitig;;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38856328;47.049572216363806,8.311065057057373
470;0.229;Luzern;Haengend;Haengend;Beidseitig;Dach_BE Perronhalle 5;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38856318;47.04928177818461,8.31068708760835
470;0.347;Luzern;Haengend;Haengend;Beidseitig;Gebaeude;ja;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;145053163;47.048258902358384,8.311276723524584
470;0.349;Luzern;;;Einseitig;Ausruestungsstaender Andere;ja;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;147021092;47.048221593336834,8.311094998467032
470;0.359;Luzern;;;Einseitig;Ausruestungsstaender Andere;ja;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;147021086;47.048118471391874,8.310875524646415
470;1.982;Luzern Allmend/Messe;Haengend;Haengend;Beidseitig;Tunnel_Bauabschnitt;ja;ja;Zentralbahn;100;weitere KTUs;Mitte > Luzern;Mitte > Luzern;136029030;47.03505382719113,8.303220156285
470;4.525;Horw;Haengend;Haengend;Beidseitig;Dach_BE PD Gleis 1;ja;ja;SBB Konzern;100;SBB;Mitte > Luzern;Mitte > Luzern;262846041;47.017472966365204,8.306983101900498
470;14.898;Alpnach Dorf;Haengend;Haengend;Beidseitig;Dach_BE PD04;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;184695285;46.94036013928984,8.275340434135579
470;35.782;Lungern;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;120972148;46.78653418146327,8.163809518359976
470;45.446;Meiringen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38860105;46.72736670110333,8.183928352402981
470;45.472;Meiringen;an Hauswand;ANDERE;Einseitig;Gebaeude;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38854816;46.72741508344435,8.184304035192763
480;2.719;Stansstad;Seitlich;Seitlich;;Ausruestungsstaender Candelabre <6m;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38858445;46.97604589845056,8.336661869343244
480;9.51;Dallenwil;Seitlich;Seitlich;;Ausruestungsstaender Kombistander;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38858783;46.93370730693856,8.392177364439984
480;12.484;Wolfenschiessen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2/3;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;173957221;46.90820014617984,8.394691210370178
480;12.512;Wolfenschiessen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;173954755;46.90792729816633,8.394834768905291
500;0.115;Basel SBB;Seitlich;Seitlich;Beidseitig;Fahrleitungsjoch;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38855807;47.54706441971713,7.591013547993651
500;0.115;Basel SBB;Haengend;Haengend;Beidseitig;Fahrleitungsjoch;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38855798;47.54697403620535,7.5909418244159665
500;0.277;Basel SBB;Seitlich;Seitlich;Beidseitig;Bruecke_Baueinheit;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38857092;47.54590076734474,7.5925552654574995
500;8.421;Pratteln;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38855015;47.522649031766576,7.691913990648248
500;14.286;Liestal;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kombistander;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Basel;Mitte > Olten & Basel;185192866;47.48488776195651,7.730308636716512
500;14.378;Liestal;;UNBEKANNT;;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38851571;47.484540661388635,7.731513520772499
500;14.379;Liestal;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38851580;47.484321780204084,7.731218830260839
500;19.145;Itingen;Seitlich;Seitlich;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38857034;47.46729690612366,7.7871534130288795
500;21.081;Sissach;Seitlich;Seitlich;Beidseitig;Dach_BE Perrondach 1;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Basel;Mitte > Olten & Basel;153217657;47.46279357965967,7.811710205559111
500;24.002;Gelterkinden;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38850740;47.4659324534526,7.8470257246641015
500;39.143;Olten;Haengend;Haengend;Beidseitig;Dach_BE Perronhalle 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38853487;47.35226518458489,7.908208204101603
500;39.352;Olten;Haengend;Haengend;Beidseitig;Dach_BE Perronhalle 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38853474;47.35137607977031,7.90804439599788
500;42.995;Aarburg-Oftringen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38849914;47.320364916438045,7.9081455851647116
500;47.364;Zofingen;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kombistander;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;179147024;47.288847409825905,7.942541599392533
500;47.428;Zofingen;Seitlich;Seitlich;Beidseitig;Dach_BE Perrondach 2;ja;ja;SBB Konzern;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;277467700;47.28825999228259,7.942725574596905
500;47.447;Zofingen;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kippstander;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38858390;47.288164231083655,7.942996250606939
500;47.492;Zofingen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;;SBB Konzern;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;277467798;47.2877362604563,7.943063080563184
500;50.604;Brittnau-Wikon;Seitlich;Seitlich;Beidseitig;Mast 88;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38861006;47.261618553651054,7.957743339237258
500;53.007;Reiden;;UNBEKANNT;Beidseitig;;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38850341;47.24138853014905,7.968953313385014
500;55.811;Dagmersellen;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kombistander;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38853081;47.217548245248736,7.978741678823286
500;55.813;Dagmersellen;Haengend;Haengend;Beidseitig;Dach_BE Vordach am AG;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38854148;47.21748771359469,7.978950081013219
500;58.705;Nebikon;an Wand;ANDERE;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38850735;47.19240332634904,7.977327821021906
500;66.804;St. Erhard-Knutwil;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38856893;47.18007330333706,8.074579954856757
500;69.075;Sursee;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38850354;47.17042245827056,8.097989260876359
500;71.141;Oberkirch LU;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kombistander;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38850524;47.15543237683263,8.11407183092525
500;73.771;Nottwil;;UNBEKANNT;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38852008;47.13881116138411,8.1384475041933
500;84.695;Rothenburg;Seitlich;Seitlich;Beidseitig;Mast 50;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38854189;47.08835319671502,8.249049481493131
500;89.134;Emmenbrucke Gersag;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Candelabre <6m;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38856234;47.07851174861556,8.276795001423359
500;90.154;Emmenbrucke;Haengend;Haengend;Beidseitig;Dach_BE PU Rampendach;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38856544;47.07078296451757,8.282243399609975
500;94.831;Luzern;Haengend;Haengend;Beidseitig;Dach_BE Zungendach Perron 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38856344;47.04779721878734,8.31004420811267
500;94.84;Luzern;Haengend;Haengend;Beidseitig;Dach_BE Zungendach Perron 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38856350;47.04789777374667,8.310246541583046
500;94.935;Luzern;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38856299;47.04871517756683,8.309800271238034
500;94.99;Luzern;Haengend;Haengend;Beidseitig;Dach_BE Perronhalle 4;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38856313;47.049263757225475,8.310451712887641
500;95.093;Luzern;Haengend;Haengend;Beidseitig;;ja;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;145052279;47.05037915097524,8.310275342699592
500;95.093;Luzern;Haengend;Haengend;Beidseitig;;ja;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;145052274;47.050327474689524,8.309603897374844
503;25.275;Sommerau;an Wand;ANDERE;Einseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38855169;47.439043966348095,7.851449406481823
503;38.38;Olten;Stehend;Stehend;;Ausruestungsstaender Candelabre <6m;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38855332;47.35874599864339,7.913280769720319
503;39.197;Olten;Haengend;Haengend;Beidseitig;Dach_BE Aussenperrond. Gl. 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38852679;47.35285494568594,7.907272327504589
503;39.266;Olten;Haengend;Haengend;Beidseitig;Dach_BE Zwischenpd. Gl. 2/3;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38855488;47.352200063744704,7.907264170229816
504;16.649;Suhr;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;217066681;47.37121477452353,8.081593552504781
510;141.862;Basel SBB;Haengend;Haengend;Beidseitig;Mast 645;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38855509;47.54815829042008,7.585154022533053
510;142.004;Basel SBB;Haengend;Haengend;Beidseitig;Dach_BE Perronhalle SNCF;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38853537;47.548164726621074,7.587089861893127
510;142.186;Basel SBB;Haengend;Haengend;Einseitig;Gebaeude;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38859818;47.54779809188954,7.589592467598253
511;1.906;Basel SBB GB;Stehend;Stehend;Beidseitig;Mast 441;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38852342;47.54229523576756,7.612205619989084
511;5.89;Basel SBB RB;Seitlich;Seitlich;Einseitig;Gebaeude;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38855692;47.530522515102156,7.660711359201281
514;142.126;Basel SBB;an Wand;ANDERE;Einseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38858331;47.546088378385754,7.588448493972635
514;142.132;Basel SBB;Seitlich;Seitlich;Beidseitig;Gebaeude;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Basel;Mitte > Olten & Basel;118937533;47.546427112725254,7.588733444218195
514;142.136;Basel SBB;an Wand;ANDERE;Einseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38858319;47.54659707248651,7.58888345411689
521;3.628;Basel SBB RB;Seitlich;Seitlich;Beidseitig;Mast 57;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38855611;47.53883819086594,7.633829900021622
522;4.93;Basel SBB RB;Seitlich;Seitlich;Beidseitig;Mast 327;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38855671;47.535979032034874,7.650632256545147
540;45.685;Daniken SO;Seitlich;Seitlich;Beidseitig;Dach_BE Perrondach 2;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;227841872;47.356569128227974,7.978793421696174
540;48.133;Schonenwerd SO;Haengend;Haengend;;Dach_BE Aussenperrondach;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38849750;47.37148807492896,8.000009911104879
570;5.894;Luzern Verkehrshaus;Haengend;Haengend;Beidseitig;Ausruestungsstaender Kombistander;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38858254;47.0539271511614,8.336674313942897
570;16.135;Kussnacht am Rigi;Haengend;Haengend;Beidseitig;Dach_BE Kundenzenterdach;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38859766;47.083176749995786,8.43306934592794
600;8.863;Arth-Goldau;Haengend;Haengend;Beidseitig;Dach_BE PD zw. Gleis 6/8;ja;ja;SBB Infrastruktur;100;SBB;Sud > Erstfeld;Sud > Erstfeld;196047802;47.04887609635514,8.549415297490535
600;16.991;Schwyz;;;;Gebaeude;;;SBB Infrastruktur;100;SBB;Sud > Erstfeld;Sud > Erstfeld;134967138;47.026456413075486,8.63230557092553
600;20.488;Brunnen;;UNBEKANNT;;Dach_BE PD 1 zw. AG / NG;ja;nein;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38850026;46.9995312943419,8.610149482718201
600;20.533;Brunnen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38851078;46.99897997851508,8.610309667492869
600;32.278;Fluelen;Haengend;Haengend;Beidseitig;Dach_BE Uberdachung Rampe;ja;ja;SBB Infrastruktur;100;SBB;Sud > Erstfeld;Sud > Erstfeld;201432811;46.901932360459426,8.624317060195962
600;35.194;Altdorf UR;Haengend;Haengend;Beidseitig;;ja;ja;SBB Infrastruktur;100;SBB;Sud > Erstfeld;Sud > Erstfeld;280756192;46.876177857574234,8.63109232628285
600;46.541;Amsteg-Silenen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Sud > Erstfeld;Sud > Erstfeld;38849063;46.78110009044634,8.67226410642694
600;86.2;Airolo;Sospeso;Haengend;Beidseitig;Dach_BE Pensilina 2,;ja;ja;Migration ausstehend;100;unbekannt;Sud > Biasca;Sud > Biasca;38851249;46.527367798952795,8.608491987352707
600;93.055;Ambri-Piotta;Sospeso;Haengend;Beidseitig;Dach_BE Pensilina 2, PL 02;ja;ja;SBB Infrastruktur;100;SBB;Sud > Biasca;Sud > Biasca;180833315;46.51082297413998,8.690108988870387
600;93.077;Ambri-Piotta;Sospeso;Haengend;Beidseitig;Dach_BE Pensilina 2, PL 02;ja;ja;Migration ausstehend;100;unbekannt;Sud > Biasca;Sud > Biasca;38851164;46.510804214400395,8.690395014705786
600;106.055;Faido;Al muro;Seitlich;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Sud > Biasca;Sud > Biasca;38852318;46.48307730153047,8.790993631074793
600;125.487;Bodio TI;Sospeso;Haengend;Beidseitig;;ja;ja;SBB Immobilien;100;SBB;Sud > Biasca;Sud > Biasca;38849897;46.38028927889119,8.906471241370921
600;150.783;Bellinzona;Sospeso;Haengend;Beidseitig;Mast 186;ja;ja;SBB Infrastruktur;100;SBB;Sud > Biasca;Sud > Biasca;185976219;46.196113495776046,9.030649288491727
600;150.799;Bellinzona;laterale;Seitlich;Beidseitig;Ausruestungsstaender Supporto Kombi;ja;ja;SBB Infrastruktur;100;SBB;Sud > Biasca;Sud > Biasca;185976145;46.19609635733486,9.03035868795863
600;150.868;Bellinzona;;Haengend;Beidseitig;Dach_BE Pens. mp 1centrale;ja;ja;Migration ausstehend;100;unbekannt;Sud > Biasca;Sud > Biasca;38850680;46.195618496627496,9.029785000867543
600;150.942;Bellinzona;Montaggio a parete;ANDERE;Einseitig;Gebaeude;ja;ja;SBB Infrastruktur;100;SBB;Sud > Biasca;Sud > Biasca;206102316;46.19516594914147,9.028939952099934
600;150.968;Bellinzona;Sospeso;Haengend;Beidseitig;Dach_BE Pens. mp 2/3 sud;ja;ja;SBB Infrastruktur;100;SBB;Sud > Biasca;Sud > Biasca;186617843;46.19478679763998,9.02907341032385
600;151.027;Bellinzona;laterale;Seitlich;Einseitig;Dach_BE TE Bin. 809 Tettoia;ja;ja;SBB Infrastruktur;100;SBB;Sud > Biasca;Sud > Biasca;252033132;46.194531826364155,9.028314229159848
600;165.237;Rivera-Bironico;Sospeso;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Sud > Chiasso;Sud > Chiasso;38850763;46.123821620103215,8.925494524784757
600;180.55;Lugano;Sospeso;Haengend;Beidseitig;Dach_BE Pensilina 2, PL 02;ja;ja;SBB Infrastruktur;100;SBB;Sud > Chiasso;Sud > Chiasso;173710176;46.00455069547336,8.946828818615577
600;182.869;Lugano-Paradiso;laterale;Seitlich;Beidseitig;Ausruestungsstaender Supporto ribaltabile;ja;ja;SBB Infrastruktur;100;SBB;Sud > Chiasso;Sud > Chiasso;212842129;45.98937643287903,8.946667228036521
600;187.233;Melide;Sospeso;Haengend;Beidseitig;;ja;ja;SBB Infrastruktur;100;SBB;Sud > Chiasso;Sud > Chiasso;178442116;45.955800250705224,8.948574391486794
